chr1	2180000	2215000	chr1	2310000	2450000	1.3312021633847366e-29
chr1	4640000	4675000	chr1	4790000	4920000	8.225510212195308e-06
chr1	5495000	5530000	chr1	5710000	6000000	5.45966621943403e-20
chr1	5625000	5650000	chr1	5780000	5945000	2.5458912958312065e-06
chr1	6225000	6260000	chr1	6395000	6495000	2.55406275406241e-05
chr1	7205000	7240000	chr1	7495000	7670000	9.423224731205392e-14
chr1	7650000	7685000	chr1	7825000	7990000	0.00018827689314274848
chr1	7990000	8035000	chr1	8180000	8395000	9.41595651887355e-36
chr1	9265000	9300000	chr1	9395000	9600000	2.2675410162583586e-46
chr1	10490000	10535000	chr1	10760000	11050000	3.7431336038663587e-53
chr1	12095000	12130000	chr1	12230000	12315000	0.0007753580294447366
chr1	13650000	13675000	chr1	13815000	13915000	0.021432042669632386
chr1	14095000	14120000	chr1	14300000	14570000	2.708846388368856e-42
chr1	14565000	14600000	chr1	14800000	15065000	8.59500651979653e-07
chr1	15090000	15145000	chr1	15335000	15435000	0.020038500259576483
chr1	15305000	15340000	chr1	15440000	15535000	0.0001803102008808306
chr1	15780000	15815000	chr1	15905000	16090000	2.07799182337263e-68
chr1	16060000	16095000	chr1	16195000	16280000	7.785037563374054e-08
chr1	17090000	17135000	chr1	17240000	17410000	5.067183262431063e-16
chr1	17480000	17515000	chr1	17610000	17790000	2.9052495194664712e-22
chr1	17645000	17670000	chr1	17815000	17930000	0.00021743070243783878
chr1	17905000	17940000	chr1	18100000	18390000	4.54011413478952e-15
chr1	18580000	18615000	chr1	18720000	19000000	5.516377032916425e-37
chr1	18900000	18935000	chr1	19025000	19120000	1.4083299655141652e-21
chr1	19335000	19380000	chr1	19545000	19690000	0.00124370417270409
chr1	19915000	19970000	chr1	20075000	20290000	2.221106890134576e-29
chr1	20180000	20225000	chr1	20370000	20545000	2.006402184478498e-17
chr1	21240000	21255000	chr1	21385000	21645000	4.8282418342293036e-20
chr1	22115000	22150000	chr1	22270000	22480000	1.6826928536744574e-36
chr1	22645000	22680000	chr1	22895000	22990000	0.011334520996064364
chr1	24180000	24215000	chr1	24310000	24475000	9.050856081618406e-18
chr1	24660000	24705000	chr1	24805000	24965000	5.804960538993381e-19
chr1	25595000	25630000	chr1	25735000	25835000	0.000508382447512384
chr1	26585000	26620000	chr1	26715000	26905000	3.187093507300769e-59
chr1	27375000	27420000	chr1	27545000	27690000	1.6340066292576271e-06
chr1	28860000	28895000	chr1	29060000	29195000	1.6981594831164432e-11
chr1	29215000	29250000	chr1	29370000	29495000	5.5689354752725176e-05
chr1	29360000	29385000	chr1	29695000	29840000	2.2655986414704206e-07
chr1	30785000	30790000	chr1	30910000	30940000	0.03592699601631848
chr1	31170000	31205000	chr1	31305000	31480000	1.6276615628103538e-21
chr1	32890000	32935000	chr1	33030000	33150000	3.5843601301749516e-11
chr1	34455000	34470000	chr1	34585000	34750000	2.456945763776805e-19
chr1	35165000	35210000	chr1	35350000	35460000	0.002394599014529721
chr1	35550000	35595000	chr1	35700000	35835000	4.359507072479644e-05
chr1	36100000	36145000	chr1	36340000	36470000	0.001373983330091431
chr1	36675000	36720000	chr1	36865000	36975000	0.015699812277417423
chr1	38010000	38055000	chr1	38415000	38665000	1.6903386162726573e-35
chr1	38595000	38630000	chr1	38735000	38865000	3.1626762744367214e-13
chr1	39080000	39115000	chr1	39255000	39585000	6.348037384836159e-55
chr1	40105000	40150000	chr1	40310000	40440000	0.00015084548843185904
chr1	40610000	40645000	chr1	40760000	40930000	6.762596684373268e-11
chr1	41275000	41320000	chr1	41425000	41535000	0.0004890063297620026
chr1	42330000	42365000	chr1	42505000	42715000	2.3100734377870743e-05
chr1	42910000	42945000	chr1	43040000	43185000	4.3329500576486095e-15
chr1	43215000	43250000	chr1	43340000	43535000	9.735310080139062e-54
