chr1	45675000	45700000	chr1	45815000	45940000	0.0004378227547129617
chr1	77130000	77175000	chr1	77350000	77640000	4.263499146212674e-13
chr1	79230000	79275000	chr1	79400000	79600000	0.002382192297174491
chr1	100600000	100625000	chr1	100745000	100820000	0.01474551854255762
chr1	185290000	185325000	chr1	185550000	185690000	2.0895423335794043e-10
chr1	197525000	197540000	chr1	197930000	198020000	2.358739395918987e-07
chr1	216290000	216325000	chr1	216485000	216725000	2.8097659249827057e-11
chr1	244845000	244880000	chr1	244985000	245110000	1.294130057183606e-09
chr1	248425000	248470000	chr1	248635000	248725000	0.026795024330708305
chr1	76575000	76860000	chr1	77105000	77150000	6.527903287618968e-07
chr1	81295000	81545000	chr1	81790000	81825000	2.8881727540554952e-05
chr1	109195000	109290000	chr1	109400000	109415000	8.49262733523174e-06
chr1	212615000	212840000	chr1	212980000	213025000	1.6627152372804913e-25
chr1	225465000	225540000	chr1	225640000	225655000	2.0203279135054575e-06
chr1	231870000	231985000	chr1	232095000	232140000	1.527469642843783e-05
chr2	31875000	31890000	chr2	32025000	32195000	7.408998551699006e-07
chr2	56925000	56940000	chr2	57405000	57515000	0.0015518152701340879
chr2	78450000	78465000	chr2	78580000	78995000	1.013607216908152e-50
chr2	81910000	81915000	chr2	82025000	82120000	2.0656207479126077e-18
chr2	82695000	82700000	chr2	82805000	83110000	1.6637007444941625e-49
chr2	123205000	123220000	chr2	123385000	123520000	2.4376844429140217e-05
chr2	136430000	136475000	chr2	136650000	136790000	0.021776092767372916
chr2	152320000	152345000	chr2	152505000	152585000	0.022630615620325454
chr2	177340000	177355000	chr2	177600000	177730000	4.16937233897138e-10
chr2	180130000	180155000	chr2	180265000	180630000	1.596061640122138e-24
chr2	203235000	203250000	chr2	203390000	203475000	0.00018883455902115914
chr2	204885000	204890000	chr2	205085000	205775000	2.2654728586412485e-39
chr2	33335000	33405000	chr2	33585000	33600000	0.009212240323281155
chr2	44995000	45055000	chr2	45165000	45170000	1.8577669170820972e-11
chr2	78100000	78295000	chr2	78450000	78455000	1.0800566824759713e-23
chr2	228260000	228395000	chr2	228505000	228510000	3.519934833100408e-11
chr3	3605000	3620000	chr3	3770000	3850000	0.0022985085850134447
chr3	19040000	19085000	chr3	19190000	19675000	6.78774257844682e-29
chr3	24750000	24795000	chr3	24905000	25120000	9.246070648074842e-14
chr3	43880000	43905000	chr3	44020000	44140000	0.015871898261347883
chr3	105670000	105715000	chr3	105890000	106035000	0.026076037650091102
chr3	167390000	167435000	chr3	167560000	167900000	6.346605847932724e-33
chr3	119435000	119560000	chr3	119670000	119715000	3.5748907118128545e-06
chr3	158015000	158090000	chr3	158445000	158450000	0.021647841127015264
chr4	3965000	4020000	chr4	4105000	4240000	4.550708495657303e-12
chr4	70825000	70850000	chr4	70970000	71055000	0.0005268486402905527
chr4	99080000	99125000	chr4	99385000	99535000	2.986847036211748e-07
chr4	110615000	110650000	chr4	110855000	111285000	1.1423123896787727e-22
chr4	130545000	130580000	chr4	130730000	130845000	0.0027064169851573707
