chr1	2685000	2710000	chr1	2850000	2970000	1.4913153096054555e-09
chr1	7800000	7815000	chr1	7880000	7965000	2.3262038249069337e-20
chr1	18375000	18380000	chr1	18505000	18565000	0.00019305476876622197
chr1	26040000	26045000	chr1	26105000	26175000	1.1164050215523242e-21
chr1	31065000	31080000	chr1	31135000	31175000	0.010693977786377075
chr1	33370000	33385000	chr1	33440000	33485000	4.044566693265205e-06
chr1	35640000	35645000	chr1	35700000	35730000	0.0001374171346139614
chr1	44415000	44420000	chr1	44485000	44560000	1.8830898290257175e-09
chr1	52545000	52570000	chr1	52630000	52710000	0.0018379212962202894
chr1	67565000	67570000	chr1	67645000	67730000	6.971492959849387e-08
chr1	79245000	79270000	chr1	79390000	79670000	3.3232554597718844e-21
chr1	81415000	81430000	chr1	81505000	81575000	0.00014628898610584353
chr1	89625000	89650000	chr1	89710000	89800000	2.4502441996199044e-17
chr1	92750000	92755000	chr1	92810000	92840000	6.699884536984262e-07
chr1	112950000	112965000	chr1	113020000	113080000	2.2030520571063367e-06
chr1	114570000	114595000	chr1	114670000	114775000	4.314399718375438e-11
chr1	121020000	121035000	chr1	121085000	121120000	0.0006588173277582774
chr1	148120000	148125000	chr1	148210000	148330000	1.7013154959090285e-08
chr1	150050000	150075000	chr1	150150000	150215000	0.019223491759520758
chr1	162875000	162890000	chr1	163005000	163140000	4.85293475368745e-11
chr1	165725000	165730000	chr1	165870000	165925000	7.623888553129713e-06
chr1	171520000	171535000	chr1	171555000	171615000	1.8725804044229508e-13
chr1	180625000	180650000	chr1	180770000	180855000	4.784169434290252e-06
chr1	184810000	184845000	chr1	184915000	185005000	0.000400749292193302
chr1	185300000	185325000	chr1	185590000	185695000	3.1614057321911977e-09
chr1	189860000	189865000	chr1	190210000	190350000	4.843965966247441e-10
chr1	196750000	196775000	chr1	196825000	196890000	0.0007531253105223515
chr1	206190000	206195000	chr1	206265000	206295000	1.359733583928983e-09
chr1	207260000	207265000	chr1	207340000	207375000	0.027013571927366465
chr1	209250000	209255000	chr1	209330000	209375000	0.00017296634648137951
chr1	216300000	216325000	chr1	216505000	216630000	1.696367859137523e-11
chr1	222645000	222660000	chr1	222715000	222750000	0.012158007777714842
chr1	223555000	223560000	chr1	223610000	223700000	1.7202158688660026e-124
chr1	226000000	226005000	chr1	226060000	226155000	2.4586745908672994e-14
chr1	230425000	230450000	chr1	230520000	230580000	0.038391651177806324
chr1	235850000	235875000	chr1	235940000	236000000	0.004812112952607476
chr1	244045000	244060000	chr1	244210000	244275000	0.008569063465210207
chr1	248420000	248465000	chr1	248565000	248755000	4.729298376988817e-26
chr1	12790000	12870000	chr1	12940000	12955000	2.6395226497902575e-15
chr1	12815000	12905000	chr1	13100000	13135000	1.3560983180907868e-06
chr1	16510000	16605000	chr1	16790000	16805000	3.7366205753697664e-06
chr1	21205000	21245000	chr1	21600000	21605000	0.0010190798360371698
chr1	23045000	23205000	chr1	23265000	23290000	6.899880243717145e-09
chr1	45295000	45355000	chr1	45575000	45590000	0.0025403994179899834
chr1	54470000	54575000	chr1	54795000	54820000	0.0036899850327942367
chr1	70245000	70355000	chr1	70405000	70430000	1.0624539150586206e-26
chr1	77705000	77810000	chr1	77890000	77905000	0.00013052870847623095
chr1	104085000	104170000	chr1	104250000	104275000	0.0008981935837647941
chr1	111775000	111840000	chr1	111980000	112005000	0.04931765238241864
chr1	116150000	116215000	chr1	116370000	116395000	0.033093187192157
chr1	119745000	119970000	chr1	120145000	120150000	3.44053580940554e-65
chr1	147855000	147970000	chr1	148080000	148095000	2.355993589063391e-12
chr1	148395000	148440000	chr1	148495000	148510000	0.000961573395667666
chr1	149870000	149990000	chr1	150040000	150065000	3.433634560776134e-18
chr1	150205000	150260000	chr1	150345000	150370000	0.010570524714930215
chr1	150620000	150690000	chr1	150815000	150820000	0.0001884176541902567
chr1	175590000	175720000	chr1	175870000	175895000	0.04195610971637657
chr1	180180000	180280000	chr1	180420000	180425000	7.004028913505002e-07
chr1	212655000	212875000	chr1	212985000	213010000	4.938389037644662e-39
chr1	218260000	218335000	chr1	219060000	219085000	0.020617126690457198
chr1	225465000	225575000	chr1	225640000	225665000	1.1351392330448488e-26
chr2	9625000	9640000	chr2	9720000	9775000	0.0030651210968815627
chr2	33475000	33490000	chr2	33550000	33595000	0.042959474024405676
chr2	38330000	38335000	chr2	38465000	38505000	0.014477973457235376
chr2	42865000	42870000	chr2	42925000	42960000	3.5285042702919236e-05
chr2	44800000	44825000	chr2	44875000	44955000	2.945988917380648e-06
chr2	52420000	52425000	chr2	52570000	52645000	2.9612467076988093e-07
chr2	53020000	53035000	chr2	53175000	53260000	0.00011221431580288274
chr2	54100000	54125000	chr2	54485000	54745000	2.7766256364465907e-08
chr2	57905000	57920000	chr2	58050000	58185000	5.715878551889583e-19
chr2	58235000	58250000	chr2	58355000	58425000	0.0010204412304465078
chr2	63610000	63625000	chr2	63840000	63900000	0.02282087627716034
chr2	64135000	64150000	chr2	64220000	64260000	0.04961034637400344
chr2	81895000	81920000	chr2	81990000	82060000	0.010844940020780737
chr2	86810000	86825000	chr2	86880000	86955000	1.8319293826162736e-15
chr2	87230000	87255000	chr2	87300000	87555000	4.53180321265541e-55
chr2	87500000	87515000	chr2	87615000	87690000	0.03013093745689491
chr2	89680000	89695000	chr2	89785000	89830000	2.10477962207313e-06
chr2	89875000	89900000	chr2	89980000	90035000	0.013974483403794407
chr2	90380000	90385000	chr2	91860000	91915000	0.00020668844333679906
chr2	95420000	95445000	chr2	95510000	95585000	4.976069294737468e-13
chr2	95485000	95490000	chr2	95845000	95955000	2.0197510143649352e-07
chr2	109550000	109555000	chr2	109675000	109740000	1.2194398421396207e-08
chr2	111465000	111480000	chr2	111670000	111750000	3.4729150762004766e-09
chr2	111780000	111795000	chr2	111840000	111900000	3.280096714419503e-21
chr2	113745000	113760000	chr2	113875000	113940000	7.411527279673677e-05
chr2	137685000	137710000	chr2	137785000	137845000	0.017503599879657963
chr2	144155000	144170000	chr2	144360000	144525000	2.275489546317326e-05
chr2	146525000	146550000	chr2	146625000	146710000	2.9719818924642553e-05
chr2	152330000	152355000	chr2	152480000	152610000	1.2036389794905598e-05
chr2	153335000	153360000	chr2	153435000	153525000	4.2197126047505755e-05
chr2	156325000	156350000	chr2	156535000	156680000	5.0785607153596365e-06
chr2	161990000	162015000	chr2	162060000	162155000	1.190020984601594e-21
chr2	165790000	165795000	chr2	165855000	165885000	0.0031981464937849255
chr2	167955000	167980000	chr2	168060000	168145000	9.69263867702982e-07
chr2	171315000	171330000	chr2	171390000	171445000	2.750417530022197e-05
chr2	175700000	175705000	chr2	175790000	175935000	1.366060255037922e-14
